date,title,motion_text,deputy,party,vote,afavor,enContra,abstenciones,noVotan,initiative_url
23/6/2022,Dictámenes de Comisiones sobre iniciativas legislativas.,"Proyecto de Ley por la que se modifica la Ley 14/2011, de 1 de junio, de la Ciencia, la Tecnología y la Innovación.","Elorza González, Odón",GS,No,145,179,16,9,https://www.congreso.es/es/busqueda-de-iniciativas?p_p_id=iniciativas&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_iniciativas_mode=mostrarDetalle&_iniciativas_legislatura=XIV&_iniciativas_id=121/000092
23/6/2022,Dictámenes de Comisiones sobre iniciativas legislativas.,"Proyecto de Ley por la que se modifica la Ley 14/2011, de 1 de junio, de la Ciencia, la Tecnología y la Innovación.","Montero Gil, Irene María",GCUP-EC-GC,No,145,179,16,9,https://www.congreso.es/es/busqueda-de-iniciativas?p_p_id=iniciativas&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_iniciativas_mode=mostrarDetalle&_iniciativas_legislatura=XIV&_iniciativas_id=121/000092
23/6/2022,Dictámenes de Comisiones sobre iniciativas legislativas.,"Proyecto de Ley por la que se modifica la Ley 14/2011, de 1 de junio, de la Ciencia, la Tecnología y la Innovación.","Vilches Ruiz, María Luisa",GS,No,145,179,16,9,https://www.congreso.es/es/busqueda-de-iniciativas?p_p_id=iniciativas&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_iniciativas_mode=mostrarDetalle&_iniciativas_legislatura=XIV&_iniciativas_id=121/000092
23/6/2022,Dictámenes de Comisiones sobre iniciativas legislativas.,"Proyecto de Ley por la que se modifica la Ley 14/2011, de 1 de junio, de la Ciencia, la Tecnología y la Innovación.","Jover Díaz, Antonia",GCUP-EC-GC,No,145,179,16,9,https://www.congreso.es/es/busqueda-de-iniciativas?p_p_id=iniciativas&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_iniciativas_mode=mostrarDetalle&_iniciativas_legislatura=XIV&_iniciativas_id=121/000092
23/6/2022,Dictámenes de Comisiones sobre iniciativas legislativas.,"Proyecto de Ley por la que se modifica la Ley 14/2011, de 1 de junio, de la Ciencia, la Tecnología y la Innovación.","Muñoz Dalda, Lucía",GCUP-EC-GC,No,145,179,16,9,https://www.congreso.es/es/busqueda-de-iniciativas?p_p_id=iniciativas&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_iniciativas_mode=mostrarDetalle&_iniciativas_legislatura=XIV&_iniciativas_id=121/000092
23/6/2022,Dictámenes de Comisiones sobre iniciativas legislativas.,"Proyecto de Ley por la que se modifica la Ley 14/2011, de 1 de junio, de la Ciencia, la Tecnología y la Innovación.","Mayoral Perales, Rafael",GCUP-EC-GC,No,145,179,16,9,https://www.congreso.es/es/busqueda-de-iniciativas?p_p_id=iniciativas&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_iniciativas_mode=mostrarDetalle&_iniciativas_legislatura=XIV&_iniciativas_id=121/000092
23/6/2022,Dictámenes de Comisiones sobre iniciativas legislativas.,"Proyecto de Ley por la que se modifica la Ley 14/2011, de 1 de junio, de la Ciencia, la Tecnología y la Innovación.","Durán Peralta, José Carlos",GS,No,145,179,16,9,https://www.congreso.es/es/busqueda-de-iniciativas?p_p_id=iniciativas&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_iniciativas_mode=mostrarDetalle&_iniciativas_legislatura=XIV&_iniciativas_id=121/000092
23/6/2022,Dictámenes de Comisiones sobre iniciativas legislativas.,"Proyecto de Ley por la que se modifica la Ley 14/2011, de 1 de junio, de la Ciencia, la Tecnología y la Innovación.","López Cano, Ignacio",GS,No,145,179,16,9,https://www.congreso.es/es/busqueda-de-iniciativas?p_p_id=iniciativas&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_iniciativas_mode=mostrarDetalle&_iniciativas_legislatura=XIV&_iniciativas_id=121/000092
23/6/2022,Dictámenes de Comisiones sobre iniciativas legislativas.,"Proyecto de Ley por la que se modifica la Ley 14/2011, de 1 de junio, de la Ciencia, la Tecnología y la Innovación.","Guijarro García, Txema",GCUP-EC-GC,No,145,179,16,9,https://www.congreso.es/es/busqueda-de-iniciativas?p_p_id=iniciativas&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_iniciativas_mode=mostrarDetalle&_iniciativas_legislatura=XIV&_iniciativas_id=121/000092
23/6/2022,Dictámenes de Comisiones sobre iniciativas legislativas.,"Proyecto de Ley por la que se modifica la Ley 14/2011, de 1 de junio, de la Ciencia, la Tecnología y la Innovación.","Casares Hontañón, Pedro",GS,No,145,179,16,9,https://www.congreso.es/es/busqueda-de-iniciativas?p_p_id=iniciativas&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_iniciativas_mode=mostrarDetalle&_iniciativas_legislatura=XIV&_iniciativas_id=121/000092
23/6/2022,Dictámenes de Comisiones sobre iniciativas legislativas.,"Proyecto de Ley por la que se modifica la Ley 14/2011, de 1 de junio, de la Ciencia, la Tecnología y la Innovación.","Saavedra Muñoz, Marisa",GCUP-EC-GC,No,145,179,16,9,https://www.congreso.es/es/busqueda-de-iniciativas?p_p_id=iniciativas&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_iniciativas_mode=mostrarDetalle&_iniciativas_legislatura=XIV&_iniciativas_id=121/000092
23/6/2022,Dictámenes de Comisiones sobre iniciativas legislativas.,"Proyecto de Ley por la que se modifica la Ley 14/2011, de 1 de junio, de la Ciencia, la Tecnología y la Innovación.","Mazón Ramos, José María",GMx,No,145,179,16,9,https://www.congreso.es/es/busqueda-de-iniciativas?p_p_id=iniciativas&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_iniciativas_mode=mostrarDetalle&_iniciativas_legislatura=XIV&_iniciativas_id=121/000092
23/6/2022,Dictámenes de Comisiones sobre iniciativas legislativas.,"Proyecto de Ley por la que se modifica la Ley 14/2011, de 1 de junio, de la Ciencia, la Tecnología y la Innovación.","Cortés Gómez, Ismael",GCUP-EC-GC,No,145,179,16,9,https://www.congreso.es/es/busqueda-de-iniciativas?p_p_id=iniciativas&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_iniciativas_mode=mostrarDetalle&_iniciativas_legislatura=XIV&_iniciativas_id=121/000092
23/6/2022,Dictámenes de Comisiones sobre iniciativas legislativas.,"Proyecto de Ley por la que se modifica la Ley 14/2011, de 1 de junio, de la Ciencia, la Tecnología y la Innovación.","Leal Fernández, Isaura",GS,No,145,179,16,9,https://www.congreso.es/es/busqueda-de-iniciativas?p_p_id=iniciativas&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_iniciativas_mode=mostrarDetalle&_iniciativas_legislatura=XIV&_iniciativas_id=121/000092
23/6/2022,Dictámenes de Comisiones sobre iniciativas legislativas.,"Proyecto de Ley por la que se modifica la Ley 14/2011, de 1 de junio, de la Ciencia, la Tecnología y la Innovación.","Losada Fernández, José",GS,No,145,179,16,9,https://www.congreso.es/es/busqueda-de-iniciativas?p_p_id=iniciativas&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_iniciativas_mode=mostrarDetalle&_iniciativas_legislatura=XIV&_iniciativas_id=121/000092
23/6/2022,Dictámenes de Comisiones sobre iniciativas legislativas.,"Proyecto de Ley por la que se modifica la Ley 14/2011, de 1 de junio, de la Ciencia, la Tecnología y la Innovación.","Anguita Pérez, Omar",GS,No,145,179,16,9,https://www.congreso.es/es/busqueda-de-iniciativas?p_p_id=iniciativas&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_iniciativas_mode=mostrarDetalle&_iniciativas_legislatura=XIV&_iniciativas_id=121/000092
23/6/2022,Dictámenes de Comisiones sobre iniciativas legislativas.,"Proyecto de Ley por la que se modifica la Ley 14/2011, de 1 de junio, de la Ciencia, la Tecnología y la Innovación.","Medel Pérez, Rosa María",GCUP-EC-GC,No,145,179,16,9,https://www.congreso.es/es/busqueda-de-iniciativas?p_p_id=iniciativas&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_iniciativas_mode=mostrarDetalle&_iniciativas_legislatura=XIV&_iniciativas_id=121/000092
23/6/2022,Dictámenes de Comisiones sobre iniciativas legislativas.,"Proyecto de Ley por la que se modifica la Ley 14/2011, de 1 de junio, de la Ciencia, la Tecnología y la Innovación.","Pita Cárdenes, María del Carmen",GMx,No,145,179,16,9,https://www.congreso.es/es/busqueda-de-iniciativas?p_p_id=iniciativas&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_iniciativas_mode=mostrarDetalle&_iniciativas_legislatura=XIV&_iniciativas_id=121/000092
23/6/2022,Dictámenes de Comisiones sobre iniciativas legislativas.,"Proyecto de Ley por la que se modifica la Ley 14/2011, de 1 de junio, de la Ciencia, la Tecnología y la Innovación.","Guerra López, Sonia",GS,No,145,179,16,9,https://www.congreso.es/es/busqueda-de-iniciativas?p_p_id=iniciativas&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_iniciativas_mode=mostrarDetalle&_iniciativas_legislatura=XIV&_iniciativas_id=121/000092
23/6/2022,Dictámenes de Comisiones sobre iniciativas legislativas.,"Proyecto de Ley por la que se modifica la Ley 14/2011, de 1 de junio, de la Ciencia, la Tecnología y la Innovación.","Gutiérrez Salinas, Indalecio",GS,No,145,179,16,9,https://www.congreso.es/es/busqueda-de-iniciativas?p_p_id=iniciativas&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_iniciativas_mode=mostrarDetalle&_iniciativas_legislatura=XIV&_iniciativas_id=121/000092
23/6/2022,Dictámenes de Comisiones sobre iniciativas legislativas.,"Proyecto de Ley por la que se modifica la Ley 14/2011, de 1 de junio, de la Ciencia, la Tecnología y la Innovación.","Fuentes Curbelo, Juan Bernardo",GS,No,145,179,16,9,https://www.congreso.es/es/busqueda-de-iniciativas?p_p_id=iniciativas&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_iniciativas_mode=mostrarDetalle&_iniciativas_legislatura=XIV&_iniciativas_id=121/000092
23/6/2022,Dictámenes de Comisiones sobre iniciativas legislativas.,"Proyecto de Ley por la que se modifica la Ley 14/2011, de 1 de junio, de la Ciencia, la Tecnología y la Innovación.","Del Valle de Iscar, Julio",GS,No,145,179,16,9,https://www.congreso.es/es/busqueda-de-iniciativas?p_p_id=iniciativas&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_iniciativas_mode=mostrarDetalle&_iniciativas_legislatura=XIV&_iniciativas_id=121/000092
23/6/2022,Dictámenes de Comisiones sobre iniciativas legislativas.,"Proyecto de Ley por la que se modifica la Ley 14/2011, de 1 de junio, de la Ciencia, la Tecnología y la Innovación.","José Vélez, Rafael",GS,No,145,179,16,9,https://www.congreso.es/es/busqueda-de-iniciativas?p_p_id=iniciativas&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_iniciativas_mode=mostrarDetalle&_iniciativas_legislatura=XIV&_iniciativas_id=121/000092
23/6/2022,Dictámenes de Comisiones sobre iniciativas legislativas.,"Proyecto de Ley por la que se modifica la Ley 14/2011, de 1 de junio, de la Ciencia, la Tecnología y la Innovación.","Pedraja Sáinz, Raquel",GS,No,145,179,16,9,https://www.congreso.es/es/busqueda-de-iniciativas?p_p_id=iniciativas&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_iniciativas_mode=mostrarDetalle&_iniciativas_legislatura=XIV&_iniciativas_id=121/000092
23/6/2022,Dictámenes de Comisiones sobre iniciativas legislativas.,"Proyecto de Ley por la que se modifica la Ley 14/2011, de 1 de junio, de la Ciencia, la Tecnología y la Innovación.","López Somoza, Gema",GS,No,145,179,16,9,https://www.congreso.es/es/busqueda-de-iniciativas?p_p_id=iniciativas&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_iniciativas_mode=mostrarDetalle&_iniciativas_legislatura=XIV&_iniciativas_id=121/000092
23/6/2022,Dictámenes de Comisiones sobre iniciativas legislativas.,"Proyecto de Ley por la que se modifica la Ley 14/2011, de 1 de junio, de la Ciencia, la Tecnología y la Innovación.","Araujo Morales, Gemma",GS,No,145,179,16,9,https://www.congreso.es/es/busqueda-de-iniciativas?p_p_id=iniciativas&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_iniciativas_mode=mostrarDetalle&_iniciativas_legislatura=XIV&_iniciativas_id=121/000092
23/6/2022,Dictámenes de Comisiones sobre iniciativas legislativas.,"Proyecto de Ley por la que se modifica la Ley 14/2011, de 1 de junio, de la Ciencia, la Tecnología y la Innovación.","Baños Ruiz, Carmen",GS,No,145,179,16,9,https://www.congreso.es/es/busqueda-de-iniciativas?p_p_id=iniciativas&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_iniciativas_mode=mostrarDetalle&_iniciativas_legislatura=XIV&_iniciativas_id=121/000092
23/6/2022,Dictámenes de Comisiones sobre iniciativas legislativas.,"Proyecto de Ley por la que se modifica la Ley 14/2011, de 1 de junio, de la Ciencia, la Tecnología y la Innovación.","Navalpotro Gómez, Julio",GS,No,145,179,16,9,https://www.congreso.es/es/busqueda-de-iniciativas?p_p_id=iniciativas&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_iniciativas_mode=mostrarDetalle&_iniciativas_legislatura=XIV&_iniciativas_id=121/000092
23/6/2022,Dictámenes de Comisiones sobre iniciativas legislativas.,"Proyecto de Ley por la que se modifica la Ley 14/2011, de 1 de junio, de la Ciencia, la Tecnología y la Innovación.","Senderos Oraá, Daniel",GS,No,145,179,16,9,https://www.congreso.es/es/busqueda-de-iniciativas?p_p_id=iniciativas&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_iniciativas_mode=mostrarDetalle&_iniciativas_legislatura=XIV&_iniciativas_id=121/000092
23/6/2022,Dictámenes de Comisiones sobre iniciativas legislativas.,"Proyecto de Ley por la que se modifica la Ley 14/2011, de 1 de junio, de la Ciencia, la Tecnología y la Innovación.","Ortega Domínguez, José Ramón",GS,No,145,179,16,9,https://www.congreso.es/es/busqueda-de-iniciativas?p_p_id=iniciativas&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_iniciativas_mode=mostrarDetalle&_iniciativas_legislatura=XIV&_iniciativas_id=121/000092
23/6/2022,Dictámenes de Comisiones sobre iniciativas legislativas.,"Proyecto de Ley por la que se modifica la Ley 14/2011, de 1 de junio, de la Ciencia, la Tecnología y la Innovación.","Arribas Maroto, Manuel",GS,No,145,179,16,9,https://www.congreso.es/es/busqueda-de-iniciativas?p_p_id=iniciativas&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_iniciativas_mode=mostrarDetalle&_iniciativas_legislatura=XIV&_iniciativas_id=121/000092
23/6/2022,Dictámenes de Comisiones sobre iniciativas legislativas.,"Proyecto de Ley por la que se modifica la Ley 14/2011, de 1 de junio, de la Ciencia, la Tecnología y la Innovación.","Oria López, María Inmaculada",GS,No,145,179,16,9,https://www.congreso.es/es/busqueda-de-iniciativas?p_p_id=iniciativas&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_iniciativas_mode=mostrarDetalle&_iniciativas_legislatura=XIV&_iniciativas_id=121/000092
23/6/2022,Dictámenes de Comisiones sobre iniciativas legislativas.,"Proyecto de Ley por la que se modifica la Ley 14/2011, de 1 de junio, de la Ciencia, la Tecnología y la Innovación.","Azorín Salar, Lázaro",GS,No,145,179,16,9,https://www.congreso.es/es/busqueda-de-iniciativas?p_p_id=iniciativas&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_iniciativas_mode=mostrarDetalle&_iniciativas_legislatura=XIV&_iniciativas_id=121/000092
23/6/2022,Dictámenes de Comisiones sobre iniciativas legislativas.,"Proyecto de Ley por la que se modifica la Ley 14/2011, de 1 de junio, de la Ciencia, la Tecnología y la Innovación.","Hurtado Zurera, Antonio",GS,No,145,179,16,9,https://www.congreso.es/es/busqueda-de-iniciativas?p_p_id=iniciativas&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_iniciativas_mode=mostrarDetalle&_iniciativas_legislatura=XIV&_iniciativas_id=121/000092
23/6/2022,Dictámenes de Comisiones sobre iniciativas legislativas.,"Proyecto de Ley por la que se modifica la Ley 14/2011, de 1 de junio, de la Ciencia, la Tecnología y la Innovación.","Taibo Monelos, Diego",GS,No,145,179,16,9,https://www.congreso.es/es/busqueda-de-iniciativas?p_p_id=iniciativas&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_iniciativas_mode=mostrarDetalle&_iniciativas_legislatura=XIV&_iniciativas_id=121/000092
23/6/2022,Dictámenes de Comisiones sobre iniciativas legislativas.,"Proyecto de Ley por la que se modifica la Ley 14/2011, de 1 de junio, de la Ciencia, la Tecnología y la Innovación.","Tizón Vázquez, Uxía",GS,No,145,179,16,9,https://www.congreso.es/es/busqueda-de-iniciativas?p_p_id=iniciativas&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_iniciativas_mode=mostrarDetalle&_iniciativas_legislatura=XIV&_iniciativas_id=121/000092
23/6/2022,Dictámenes de Comisiones sobre iniciativas legislativas.,"Proyecto de Ley por la que se modifica la Ley 14/2011, de 1 de junio, de la Ciencia, la Tecnología y la Innovación.","Pérez Merino, María Mercedes",GCUP-EC-GC,No,145,179,16,9,https://www.congreso.es/es/busqueda-de-iniciativas?p_p_id=iniciativas&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_iniciativas_mode=mostrarDetalle&_iniciativas_legislatura=XIV&_iniciativas_id=121/000092
23/6/2022,Dictámenes de Comisiones sobre iniciativas legislativas.,"Proyecto de Ley por la que se modifica la Ley 14/2011, de 1 de junio, de la Ciencia, la Tecnología y la Innovación.","Álvarez i García, Gerard",GR,No,145,179,16,9,https://www.congreso.es/es/busqueda-de-iniciativas?p_p_id=iniciativas&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_iniciativas_mode=mostrarDetalle&_iniciativas_legislatura=XIV&_iniciativas_id=121/000092
23/6/2022,Dictámenes de Comisiones sobre iniciativas legislativas.,"Proyecto de Ley por la que se modifica la Ley 14/2011, de 1 de junio, de la Ciencia, la Tecnología y la Innovación.","Bustamante Martín, Miguel Ángel",GCUP-EC-GC,No,145,179,16,9,https://www.congreso.es/es/busqueda-de-iniciativas?p_p_id=iniciativas&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_iniciativas_mode=mostrarDetalle&_iniciativas_legislatura=XIV&_iniciativas_id=121/000092
23/6/2022,Dictámenes de Comisiones sobre iniciativas legislativas.,"Proyecto de Ley por la que se modifica la Ley 14/2011, de 1 de junio, de la Ciencia, la Tecnología y la Innovación.","González Laso, Natividad",GS,No,145,179,16,9,https://www.congreso.es/es/busqueda-de-iniciativas?p_p_id=iniciativas&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_iniciativas_mode=mostrarDetalle&_iniciativas_legislatura=XIV&_iniciativas_id=121/000092
23/6/2022,Dictámenes de Comisiones sobre iniciativas legislativas.,"Proyecto de Ley por la que se modifica la Ley 14/2011, de 1 de junio, de la Ciencia, la Tecnología y la Innovación.","Díaz Rodríguez, José Carlos",GS,No,145,179,16,9,https://www.congreso.es/es/busqueda-de-iniciativas?p_p_id=iniciativas&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_iniciativas_mode=mostrarDetalle&_iniciativas_legislatura=XIV&_iniciativas_id=121/000092
23/6/2022,Dictámenes de Comisiones sobre iniciativas legislativas.,"Proyecto de Ley por la que se modifica la Ley 14/2011, de 1 de junio, de la Ciencia, la Tecnología y la Innovación.","Padilla Ruiz, Esther",GS,No,145,179,16,9,https://www.congreso.es/es/busqueda-de-iniciativas?p_p_id=iniciativas&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_iniciativas_mode=mostrarDetalle&_iniciativas_legislatura=XIV&_iniciativas_id=121/000092
23/6/2022,Dictámenes de Comisiones sobre iniciativas legislativas.,"Proyecto de Ley por la que se modifica la Ley 14/2011, de 1 de junio, de la Ciencia, la Tecnología y la Innovación.","Gómez-Reino Varela, Antonio",GCUP-EC-GC,No,145,179,16,9,https://www.congreso.es/es/busqueda-de-iniciativas?p_p_id=iniciativas&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_iniciativas_mode=mostrarDetalle&_iniciativas_legislatura=XIV&_iniciativas_id=121/000092
23/6/2022,Dictámenes de Comisiones sobre iniciativas legislativas.,"Proyecto de Ley por la que se modifica la Ley 14/2011, de 1 de junio, de la Ciencia, la Tecnología y la Innovación.","Ramos Esteban, César Joaquín",GS,No,145,179,16,9,https://www.congreso.es/es/busqueda-de-iniciativas?p_p_id=iniciativas&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_iniciativas_mode=mostrarDetalle&_iniciativas_legislatura=XIV&_iniciativas_id=121/000092
23/6/2022,Dictámenes de Comisiones sobre iniciativas legislativas.,"Proyecto de Ley por la que se modifica la Ley 14/2011, de 1 de junio, de la Ciencia, la Tecnología y la Innovación.","Gutiérrez Prieto, Sergio",GS,No,145,179,16,9,https://www.congreso.es/es/busqueda-de-iniciativas?p_p_id=iniciativas&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_iniciativas_mode=mostrarDetalle&_iniciativas_legislatura=XIV&_iniciativas_id=121/000092
23/6/2022,Dictámenes de Comisiones sobre iniciativas legislativas.,"Proyecto de Ley por la que se modifica la Ley 14/2011, de 1 de junio, de la Ciencia, la Tecnología y la Innovación.","Granollers Cunillera, Inés",GR,No,145,179,16,9,https://www.congreso.es/es/busqueda-de-iniciativas?p_p_id=iniciativas&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_iniciativas_mode=mostrarDetalle&_iniciativas_legislatura=XIV&_iniciativas_id=121/000092
23/6/2022,Dictámenes de Comisiones sobre iniciativas legislativas.,"Proyecto de Ley por la que se modifica la Ley 14/2011, de 1 de junio, de la Ciencia, la Tecnología y la Innovación.","Salvador i Duch, Jordi",GR,No,145,179,16,9,https://www.congreso.es/es/busqueda-de-iniciativas?p_p_id=iniciativas&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_iniciativas_mode=mostrarDetalle&_iniciativas_legislatura=XIV&_iniciativas_id=121/000092
23/6/2022,Dictámenes de Comisiones sobre iniciativas legislativas.,"Proyecto de Ley por la que se modifica la Ley 14/2011, de 1 de junio, de la Ciencia, la Tecnología y la Innovación.","Rosique i Saltor, Marta",GR,No,145,179,16,9,https://www.congreso.es/es/busqueda-de-iniciativas?p_p_id=iniciativas&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_iniciativas_mode=mostrarDetalle&_iniciativas_legislatura=XIV&_iniciativas_id=121/000092
23/6/2022,Dictámenes de Comisiones sobre iniciativas legislativas.,"Proyecto de Ley por la que se modifica la Ley 14/2011, de 1 de junio, de la Ciencia, la Tecnología y la Innovación.","Eritja Ciuró, Francesc Xavier",GR,No,145,179,16,9,https://www.congreso.es/es/busqueda-de-iniciativas?p_p_id=iniciativas&p_p_lifecycle=0&p_p_state=normal&p_p_mode=view&_iniciativas_mode=mostrarDetalle&_iniciativas_legislatura=XIV&_iniciativas_id=121/000092
